verb,meaning,isRegular,gerund,past_participle,tense_id,yo_s,yo_e,tu_s,tu_e,el_s,el_e,nos_s,nos_e,vos_s,vos_e,ellos_s,ellos_e
volver,돌아가다,false,volviendo,vuelto,subj_imp,volv,iera,volv,ieras,volv,iera,volv,iéramos,volv,ierais,volv,ieran
pensar,생각하다,false,pensando,pensado,pres,piens,o,piens,as,piens,a,pens,amos,pens,áis,piens,an
pensar,생각하다,false,pensando,pensado,perf,he ,pensado,has ,pensado,ha ,pensado,hemos ,pensado,habéis ,pensado,han ,pensado
pensar,생각하다,false,pensando,pensado,indef,pens,é,pens,aste,pens,ó,pens,amos,pens,asteis,pens,aron
pensar,생각하다,false,pensando,pensado,imperf,pens,aba,pens,abas,pens,aba,pens,ábamos,pens,abais,pens,aban
pensar,생각하다,false,pensando,pensado,fut,pensar,é,pensar,ás,pensar,á,pensar,emos,pensar,éis,pensar,án
pensar,생각하다,false,pensando,pensado,cond,pensar,ía,pensar,ías,pensar,ía,pensar,íamos,pensar,íais,pensar,ían
pensar,생각하다,false,pensando,pensado,subj_pres,piens,e,piens,es,piens,e,pens,emos,pens,éis,piens,en
pensar,생각하다,false,pensando,pensado,subj_imp,pens,ara,pens,aras,pens,ara,pens,áramos,pens,arais,pens,aran
mirar,바라보다,true,mirando,mirado,pres,mir,o,mir,as,mir,a,mir,amos,mir,áis,mir,an
mirar,바라보다,true,mirando,mirado,perf,he ,mirado,has ,mirado,ha ,mirado,hemos ,mirado,habéis ,mirado,han ,mirado
mirar,바라보다,true,mirando,mirado,indef,mir,é,mir,aste,mir,ó,mir,amos,mir,asteis,mir,aron
mirar,바라보다,true,mirando,mirado,imperf,mir,aba,mir,abas,mir,aba,mir,ábamos,mir,abais,mir,aban
mirar,바라보다,true,mirando,mirado,fut,mirar,é,mirar,ás,mirar,á,mirar,emos,mirar,éis,mirar,án
mirar,바라보다,true,mirando,mirado,cond,mirar,ía,mirar,ías,mirar,ía,mirar,íamos,mirar,íais,mirar,ían
mirar,바라보다,true,mirando,mirado,subj_pres,mir,e,mir,es,mir,e,mir,emos,mir,éis,mir,en
mirar,바라보다,true,mirando,mirado,subj_imp,mir,ara,mir,aras,mir,ara,mir,áramos,mir,arais,mir,aran
buscar,찾다,true,buscando,buscado,pres,busc,o,busc,as,busc,a,busc,amos,busc,áis,busc,an
buscar,찾다,true,buscando,buscado,perf,he ,buscado,has ,buscado,ha ,buscado,hemos ,buscado,habéis ,buscado,han ,buscado
buscar,찾다,true,buscando,buscado,indef,busqu,é,busc,aste,busc,ó,busc,amos,busc,asteis,busc,aron
buscar,찾다,true,buscando,buscado,imperf,busc,aba,busc,abas,busc,aba,busc,ábamos,busc,abais,busc,aban
buscar,찾다,true,buscando,buscado,fut,buscar,é,buscar,ás,buscar,á,buscar,emos,buscar,éis,buscar,án
buscar,찾다,true,buscando,buscado,cond,buscar,ía,buscar,ías,buscar,ía,buscar,íamos,buscar,íais,buscar,ían
buscar,찾다,true,buscando,buscado,subj_pres,busqu,e,busqu,es,busqu,e,busqu,emos,busqu,éis,busqu,en
buscar,찾다,true,buscando,buscado,subj_imp,busc,ara,busc,aras,busc,ara,busc,áramos,busc,arais,busc,aran
abrir,열다,true,abriendo,abierto,pres,abr,o,abr,es,abr,e,abr,imos,abr,ís,abr,en
abrir,열다,true,abriendo,abierto,perf,he ,abierto,has ,abierto,ha ,abierto,hemos ,abierto,habéis ,abierto,han ,abierto
abrir,열다,true,abriendo,abierto,indef,abr,í,abr,iste,abr,ió,abr,imos,abr,isteis,abr,ieron
abrir,열다,true,abriendo,abierto,imperf,abr,ía,abr,ías,abr,ía,abr,íamos,abr,íais,abr,ían
abrir,열다,true,abriendo,abierto,fut,abrir,é,abrir,ás,abrir,á,abrir,emos,abrir,éis,abrir,án
abrir,열다,true,abriendo,abierto,cond,abrir,ía,abrir,ías,abrir,ía,abrir,íamos,abrir,íais,abrir,ían
abrir,열다,true,abriendo,abierto,subj_pres,abr,a,abr,as,abr,a,abr,amos,abr,áis,abr,an
abrir,열다,true,abriendo,abierto,subj_imp,abr,iera,abr,ieras,abr,iera,abr,iéramos,abr,ierais,abr,ieran
tocar,만지다,true,tocando,tocado,pres,toc,o,toc,as,toc,a,toc,amos,toc,áis,toc,an
tocar,만지다,true,tocando,tocado,perf,he ,tocado,has ,tocado,ha ,tocado,hemos ,tocado,habéis ,tocado,han ,tocado
tocar,만지다,true,tocando,tocado,indef,toqu,é,toc,aste,toc,ó,toc,amos,toc,asteis,toc,aron
tocar,만지다,true,tocando,tocado,imperf,toc,aba,toc,abas,toc,aba,toc,ábamos,toc,abais,toc,aban
tocar,만지다,true,tocando,tocado,fut,tocar,é,tocar,ás,tocar,á,tocar,emos,tocar,éis,tocar,án
tocar,만지다,true,tocando,tocado,cond,tocar,ía,tocar,ías,tocar,ía,tocar,íamos,tocar,íais,tocar,ían
tocar,만지다,true,tocando,tocado,subj_pres,toqu,e,toqu,es,toqu,e,toqu,emos,toqu,éis,toqu,en
tocar,만지다,true,tocando,tocado,subj_imp,toc,ara,toc,aras,toc,ara,toc,áramos,toc,arais,toc,aran
llevar,가져가다,true,llevando,llevado,pres,llev,o,llev,as,llev,a,llev,amos,llev,áis,llev,an
llevar,가져가다,true,llevando,llevado,perf,he ,llevado,has ,llevado,ha ,llevado,hemos ,llevado,habéis ,llevado,han ,llevado
llevar,가져가다,true,llevando,llevado,indef,llev,é,llev,aste,llev,ó,llev,amos,llev,asteis,llev,aron
llevar,가져가다,true,llevando,llevado,imperf,llev,aba,llev,abas,llev,aba,llev,ábamos,llev,abais,llev,aban
llevar,가져가다,true,llevando,llevado,fut,llevar,é,llevar,ás,llevar,á,llevar,emos,llevar,éis,llevar,án
llevar,가져가다,true,llevando,llevado,cond,llevar,ía,llevar,ías,llevar,ía,llevar,íamos,llevar,íais,llevar,ían
llevar,가져가다,true,llevando,llevado,subj_pres,llev,e,llev,es,llev,e,llev,emos,llev,éis,llev,en
llevar,가져가다,true,llevando,llevado,subj_imp,llev,ara,llev,aras,llev,ara,llev,áramos,llev,arais,llev,aran
dejar,놓아두다,true,dejando,dejado,pres,dej,o,dej,as,dej,a,dej,amos,dej,áis,dej,an
dejar,놓아두다,true,dejando,dejado,perf,he ,dejado,has ,dejado,ha ,dejado,hemos ,dejado,habéis ,dejado,han ,dejado
dejar,놓아두다,true,dejando,dejado,indef,dej,é,dej,aste,dej,ó,dej,amos,dej,asteis,dej,aron
dejar,놓아두다,true,dejando,dejado,imperf,dej,aba,dej,abas,dej,aba,dej,ábamos,dej,abais,dej,aban
dejar,놓아두다,true,dejando,dejado,fut,dejar,é,dejar,ás,dejar,á,dejar,emos,dejar,éis,dejar,án
dejar,놓아두다,true,dejando,dejado,cond,dejar,ía,dejar,ías,dejar,ía,dejar,íamos,dejar,íais,dejar,ían
dejar,놓아두다,true,dejando,dejado,subj_pres,dej,e,dej,es,dej,e,dej,emos,dej,éis,dej,en
dejar,놓아두다,true,dejando,dejado,subj_imp,dej,ara,dej,aras,dej,ara,dej,áramos,dej,arais,dej,aran
quedar,남다,true,quedando,quedado,pres,qued,o,qued,as,qued,a,qued,amos,qued,áis,qued,an
quedar,남다,true,quedando,quedado,perf,he ,quedado,has ,quedado,ha ,quedado,hemos ,quedado,habéis ,quedado,han ,quedado
quedar,남다,true,quedando,quedado,indef,qued,é,qued,aste,qued,ó,qued,amos,qued,asteis,qued,aron
quedar,남다,true,quedando,quedado,imperf,qued,aba,qued,abas,qued,aba,qued,ábamos,qued,abais,qued,aban
quedar,남다,true,quedando,quedado,fut,quedar,é,quedar,ás,quedar,á,quedar,emos,quedar,éis,quedar,án
quedar,남다,true,quedando,quedado,cond,quedar,ía,quedar,ías,quedar,ía,quedar,íamos,quedar,íais,quedar,ían
quedar,남다,true,quedando,quedado,subj_pres,qued,e,qued,es,qued,e,qued,emos,qued,éis,qued,en
quedar,남다,true,quedando,quedado,subj_imp,qued,ara,qued,aras,qued,ara,qued,áramos,qued,arais,qued,aran
llamar,부르다,true,llamando,llamado,pres,llam,o,llam,as,llam,a,llam,amos,llam,áis,llam,an
llamar,부르다,true,llamando,llamado,perf,he ,llamado,has ,llamado,ha ,llamado,hemos ,llamado,habéis ,llamado,han ,llamado
llamar,부르다,true,llamando,llamado,indef,llam,é,llam,aste,llam,ó,llam,amos,llam,asteis,llam,aron
llamar,부르다,true,llamando,llamado,imperf,llam,aba,llam,abas,llam,aba,llam,ábamos,llam,abais,llam,aban
llamar,부르다,true,llamando,llamado,fut,llamar,é,llamar,ás,llamar,á,llamar,emos,llamar,éis,llamar,án
llamar,부르다,true,llamando,llamado,cond,llamar,ía,llamar,ías,llamar,ía,llamar,íamos,llamar,íais,llamar,ían
llamar,부르다,true,llamando,llamado,subj_pres,llam,e,llam,es,llam,e,llam,emos,llam,éis,llam,en
llamar,부르다,true,llamando,llamado,subj_imp,llam,ara,llam,aras,llam,ara,llam,áramos,llam,arais,llam,aran
trabajar,일하다,true,trabajando,trabajado,pres,trabaj,o,trabaj,as,trabaj,a,trabaj,amos,trabaj,áis,trabaj,an
trabajar,일하다,true,trabajando,trabajado,perf,he ,trabajado,has ,trabajado,ha ,trabajado,hemos ,trabajado,habéis ,trabajado,han ,trabajado
trabajar,일하다,true,trabajando,trabajado,indef,trabaj,é,trabaj,aste,trabaj,ó,trabaj,amos,trabaj,asteis,trabaj,aron
trabajar,일하다,true,trabajando,trabajado,imperf,trabaj,aba,trabaj,abas,trabaj,aba,trabaj,ábamos,trabaj,abais,trabaj,aban
trabajar,일하다,true,trabajando,trabajado,fut,trabajar,é,trabajar,ás,trabajar,á,trabajar,emos,trabajar,éis,trabajar,án
trabajar,일하다,true,trabajando,trabajado,cond,trabajar,ía,trabajar,ías,trabajar,ía,trabajar,íamos,trabajar,íais,trabajar,ían
trabajar,일하다,true,trabajando,trabajado,subj_pres,trabaj,e,trabaj,es,trabaj,e,trabaj,emos,trabaj,éis,trabaj,en
trabajar,일하다,true,trabajando,trabajado,subj_imp,trabaj,ara,trabaj,aras,trabaj,ara,trabaj,áramos,trabaj,arais,trabaj,aran
entrar,들어가다,true,entrando,entrado,pres,entr,o,entr,as,entr,a,entr,amos,entr,áis,entr,an
entrar,들어가다,true,entrando,entrado,perf,he ,entrado,has ,entrado,ha ,entrado,hemos ,entrado,habéis ,entrado,han ,entrado
entrar,들어가다,true,entrando,entrado,indef,entr,é,entr,aste,entr,ó,entr,amos,entr,asteis,entr,aron
entrar,들어가다,true,entrando,entrado,imperf,entr,aba,entr,abas,entr,aba,entr,ábamos,entr,abais,entr,aban
entrar,들어가다,true,entrando,entrado,fut,entrar,é,entrar,ás,entrar,á,entrar,emos,entrar,éis,entrar,án
entrar,들어가다,true,entrando,entrado,cond,entrar,ía,entrar,ías,entrar,ía,entrar,íamos,entrar,íais,entrar,ían
entrar,들어가다,true,entrando,entrado,subj_pres,entr,e,entr,es,entr,e,entr,emos,entr,éis,entr,en
entrar,들어가다,true,entrando,entrado,subj_imp,entr,ara,entr,aras,entr,ara,entr,áramos,entr,arais,entr,aran
recordar,기억하다,false,recordando,recordado,pres,recuerd,o,recuerd,as,recuerd,a,record,amos,record,áis,recuerd,an
recordar,기억하다,false,recordando,recordado,perf,he ,recordado,has ,recordado,ha ,recordado,hemos ,recordado,habéis ,recordado,han ,recordado
recordar,기억하다,false,recordando,recordado,indef,record,é,record,aste,record,ó,record,amos,record,asteis,record,aron
recordar,기억하다,false,recordando,recordado,imperf,record,aba,record,abas,record,aba,record,ábamos,record,abais,record,aban
recordar,기억하다,false,recordando,recordado,fut,recordar,é,recordar,ás,recordar,á,recordar,emos,recordar,éis,recordar,án
recordar,기억하다,false,recordando,recordado,cond,recordar,ía,recordar,ías,recordar,ía,recordar,íamos,recordar,íais,recordar,ían
recordar,기억하다,false,recordando,recordado,subj_pres,recuerd,e,recuerd,es,recuerd,e,record,emos,record,éis,recuerd,en
recordar,기억하다,false,recordando,recordado,subj_imp,record,ara,record,aras,record,ara,record,áramos,record,arais,record,aran
pagar,지불하다,true,pagando,pagado,pres,pag,o,pag,as,pag,a,pag,amos,pag,áis,pag,an
pagar,지불하다,true,pagando,pagado,perf,he ,pagado,has ,pagado,ha ,pagado,hemos ,pagado,habéis ,pagado,han ,pagado
pagar,지불하다,true,pagando,pagado,indef,pagu,é,pag,aste,pag,ó,pag,amos,pag,asteis,pag,aron
pagar,지불하다,true,pagando,pagado,imperf,pag,aba,pag,abas,pag,aba,pag,ábamos,pag,abais,pag,aban
pagar,지불하다,true,pagando,pagado,fut,pagar,é,pagar,ás,pagar,á,pagar,emos,pagar,éis,pagar,án
pagar,지불하다,true,pagando,pagado,cond,pagar,ía,pagar,ías,pagar,ía,pagar,íamos,pagar,íais,pagar,ían
pagar,지불하다,true,pagando,pagado,subj_pres,pagu,e,pagu,es,pagu,e,pagu,emos,pagu,éis,pagu,en
pagar,지불하다,true,pagando,pagado,subj_imp,pag,ara,pag,aras,pag,ara,pag,áramos,pag,arais,pag,aran
escuchar,듣다,true,escuchando,escuchado,pres,escuch,o,escuch,as,escuch,a,escuch,amos,escuch,áis,escuch,an
escuchar,듣다,true,escuchando,escuchado,perf,he ,escuchado,has ,escuchado,ha ,escuchado,hemos ,escuchado,habéis ,escuchado,han ,escuchado
escuchar,듣다,true,escuchando,escuchado,indef,escuch,é,escuch,aste,escuch,ó,escuch,amos,escuch,asteis,escuch,aron
escuchar,듣다,true,escuchando,escuchado,imperf,escuch,aba,escuch,abas,escuch,aba,escuch,ábamos,escuch,abais,escuch,aban
escuchar,듣다,true,escuchando,escuchado,fut,escuchar,é,escuchar,ás,escuchar,á,escuchar,emos,escuchar,éis,escuchar,án
escuchar,듣다,true,escuchando,escuchado,cond,escuchar,ía,escuchar,ías,escuchar,ía,escuchar,íamos,escuchar,íais,escuchar,ían
escuchar,듣다,true,escuchando,escuchado,subj_pres,escuch,e,escuch,es,escuch,e,escuch,emos,escuch,éis,escuch,en
escuchar,듣다,true,escuchando,escuchado,subj_imp,escuch,ara,escuch,aras,escuch,ara,escuch,áramos,escuch,arais,escuch,aran
caminar,걷다,true,caminando,caminado,pres,camin,o,camin,as,camin,a,camin,amos,camin,áis,camin,an
caminar,걷다,true,caminando,caminado,perf,he ,caminado,has ,caminado,ha ,caminado,hemos ,caminado,habéis ,caminado,han ,caminado
caminar,걷다,true,caminando,caminado,indef,camin,é,camin,aste,camin,ó,camin,amos,camin,asteis,camin,aron
caminar,걷다,true,caminando,caminado,imperf,camin,aba,camin,abas,camin,aba,camin,ábamos,camin,abais,camin,aban
caminar,걷다,true,caminando,caminado,fut,caminar,é,caminar,ás,caminar,á,caminar,emos,caminar,éis,caminar,án
caminar,걷다,true,caminando,caminado,cond,caminar,ía,caminar,ías,caminar,ía,caminar,íamos,caminar,íais,caminar,ían
caminar,걷다,true,caminando,caminado,subj_pres,camin,e,camin,es,camin,e,camin,emos,camin,éis,camin,en
caminar,걷다,true,caminando,caminado,subj_imp,camin,ara,camin,aras,camin,ara,camin,áramos,camin,arais,camin,aran
viajar,여행하다,true,viajando,viajado,pres,viaj,o,viaj,as,viaj,a,viaj,amos,viaj,áis,viaj,an
viajar,여행하다,true,viajando,viajado,perf,he ,viajado,has ,viajado,ha ,viajado,hemos ,viajado,habéis ,viajado,han ,viajado
viajar,여행하다,true,viajando,viajado,indef,viaj,é,viaj,aste,viaj,ó,viaj,amos,viaj,asteis,viaj,aron
viajar,여행하다,true,viajando,viajado,imperf,viaj,aba,viaj,abas,viaj,aba,viaj,ábamos,viaj,abais,viaj,aban
viajar,여행하다,true,viajando,viajado,fut,viajar,é,viajar,ás,viajar,á,viajar,emos,viajar,éis,viajar,án
viajar,여행하다,true,viajando,viajado,cond,viajar,ía,viajar,ías,viajar,ía,viajar,íamos,viajar,íais,viajar,ían
viajar,여행하다,true,viajando,viajado,subj_pres,viaj,e,viaj,es,viaj,e,viaj,emos,viaj,éis,viaj,en
viajar,여행하다,true,viajando,viajado,subj_imp,viaj,ara,viaj,aras,viaj,ara,viaj,áramos,viaj,arais,viaj,aran
usar,사용하다,true,usando,usado,pres,us,o,us,as,us,a,us,amos,us,áis,us,an
usar,사용하다,true,usando,usado,perf,he ,usado,has ,usado,ha ,usado,hemos ,usado,habéis ,usado,han ,usado
usar,사용하다,true,usando,usado,indef,us,é,us,aste,us,ó,us,amos,us,asteis,us,aron
usar,사용하다,true,usando,usado,imperf,us,aba,us,abas,us,aba,us,ábamos,us,abais,us,aban
usar,사용하다,true,usando,usado,fut,usar,é,usar,ás,usar,á,usar,emos,usar,éis,usar,án
usar,사용하다,true,usando,usado,cond,usar,ía,usar,ías,usar,ía,usar,íamos,usar,íais,usar,ían
usar,사용하다,true,usando,usado,subj_pres,us,e,us,es,us,e,us,emos,us,éis,us,en
usar,사용하다,true,usando,usado,subj_imp,us,ara,us,aras,us,ara,us,áramos,us,arais,us,aran
cambiar,바꾸다,true,cambiando,cambiado,pres,cambi,o,cambi,as,cambi,a,cambi,amos,cambi,áis,cambi,an
cambiar,바꾸다,true,cambiando,cambiado,perf,he ,cambiado,has ,cambiado,ha ,cambiado,hemos ,cambiado,habéis ,cambiado,han ,cambiado
cambiar,바꾸다,true,cambiando,cambiado,indef,cambi,é,cambi,aste,cambi,ó,cambi,amos,cambi,asteis,cambi,aron
cambiar,바꾸다,true,cambiando,cambiado,imperf,cambi,aba,cambi,abas,cambi,aba,cambi,ábamos,cambi,abais,cambi,aban
cambiar,바꾸다,true,cambiando,cambiado,fut,cambiar,é,cambiar,ás,cambiar,á,cambiar,emos,cambiar,éis,cambiar,án
cambiar,바꾸다,true,cambiando,cambiado,cond,cambiar,ía,cambiar,ías,cambiar,ía,cambiar,íamos,cambiar,íais,cambiar,ían
cambiar,바꾸다,true,cambiando,cambiado,subj_pres,cambi,e,cambi,es,cambi,e,cambi,emos,cambi,éis,cambi,en
cambiar,바꾸다,true,cambiando,cambiado,subj_imp,cambi,ara,cambi,aras,cambi,ara,cambi,áramos,cambi,arais,cambi,aran
amar,사랑하다,true,amando,amado,pres,am,o,am,as,am,a,am,amos,am,áis,am,an
amar,사랑하다,true,amando,amado,perf,he ,amado,has ,amado,ha ,amado,hemos ,amado,habéis ,amado,han ,amado
amar,사랑하다,true,amando,amado,indef,am,é,am,aste,am,ó,am,amos,am,asteis,am,aron
amar,사랑하다,true,amando,amado,imperf,am,aba,am,abas,am,aba,am,ábamos,am,abais,am,aban
amar,사랑하다,true,amando,amado,fut,amar,é,amar,ás,amar,á,amar,emos,amar,éis,amar,án
amar,사랑하다,true,amando,amado,cond,amar,ía,amar,ías,amar,ía,amar,íamos,amar,íais,amar,ían
amar,사랑하다,true,amando,amado,subj_pres,am,e,am,es,am,e,am,emos,am,éis,am,en
amar,사랑하다,true,amando,amado,subj_imp,am,ara,am,aras,am,ara,am,áramos,am,arais,am,aran
cocinar,요리하다,true,cocinando,cocinado,pres,cocin,o,cocin,as,cocin,a,cocin,amos,cocin,áis,cocin,an
cocinar,요리하다,true,cocinando,cocinado,perf,he ,cocinado,has ,cocinado,ha ,cocinado,hemos ,cocinado,habéis ,cocinado,han ,cocinado
cocinar,요리하다,true,cocinando,cocinado,indef,cocin,é,cocin,aste,cocin,ó,cocin,amos,cocin,asteis,cocin,aron
cocinar,요리하다,true,cocinando,cocinado,imperf,cocin,aba,cocin,abas,cocin,aba,cocin,ábamos,cocin,abais,cocin,aban
cocinar,요리하다,true,cocinando,cocinado,fut,cocinar,é,cocinar,ás,cocinar,á,cocinar,emos,cocinar,éis,cocinar,án
cocinar,요리하다,true,cocinando,cocinado,cond,cocinar,ía,cocinar,ías,cocinar,ía,cocinar,íamos,cocinar,íais,cocinar,ían
cocinar,요리하다,true,cocinando,cocinado,subj_pres,cocin,e,cocin,es,cocin,e,cocin,emos,cocin,éis,cocin,en
cocinar,요리하다,true,cocinando,cocinado,subj_imp,cocin,ara,cocin,aras,cocin,ara,cocin,áramos,cocin,arais,cocin,aran
bailar,춤추다,true,bailando,bailado,pres,bail,o,bail,as,bail,a,bail,amos,bail,áis,bail,an
bailar,춤추다,true,bailando,bailado,perf,he ,bailado,has ,bailado,ha ,bailado,hemos ,bailado,habéis ,bailado,han ,bailado
bailar,춤추다,true,bailando,bailado,indef,bail,é,bail,aste,bail,ó,bail,amos,bail,asteis,bail,aron
bailar,춤추다,true,bailando,bailado,imperf,bail,aba,bail,abas,bail,aba,bail,ábamos,bail,abais,bail,aban
bailar,춤추다,true,bailando,bailado,fut,bailar,é,bailar,ás,bailar,á,bailar,emos,bailar,éis,bailar,án
bailar,춤추다,true,bailando,bailado,cond,bailar,ía,bailar,ías,bailar,ía,bailar,íamos,bailar,íais,bailar,ían
bailar,춤추다,true,bailando,bailado,subj_pres,bail,e,bail,es,bail,e,bail,emos,bail,éis,bail,en
bailar,춤추다,true,bailando,bailado,subj_imp,bail,ara,bail,aras,bail,ara,bail,áramos,bail,arais,bail,aran
correr,달리다,true,corriendo,corrido,pres,corr,o,corr,es,corr,e,corr,emos,corr,éis,corr,en
correr,달리다,true,corriendo,corrido,perf,he ,corrido,has ,corrido,ha ,corrido,hemos ,corrido,habéis ,corrido,han ,corrido
correr,달리다,true,corriendo,corrido,indef,corr,í,corr,iste,corr,ió,corr,imos,corr,isteis,corr,ieron
correr,달리다,true,corriendo,corrido,imperf,corr,ía,corr,ías,corr,ía,corr,íamos,corr,íais,corr,ían
correr,달리다,true,corriendo,corrido,fut,correr,é,correr,ás,correr,á,correr,emos,correr,éis,correr,án
correr,달리다,true,corriendo,corrido,cond,correr,ía,correr,ías,correr,ía,correr,íamos,correr,íais,correr,ían
correr,달리다,true,corriendo,corrido,subj_pres,corr,a,corr,as,corr,a,corr,amos,corr,áis,corr,an
correr,달리다,true,corriendo,corrido,subj_imp,corr,iera,corr,ieras,corr,iera,corr,iéramos,corr,ierais,corr,ieran
romper,부수다,true,rompiendo,roto,pres,romp,o,romp,es,romp,e,romp,emos,romp,éis,romp,en
romper,부수다,true,rompiendo,roto,perf,he ,roto,has ,roto,ha ,roto,hemos ,roto,habéis ,roto,han ,roto
romper,부수다,true,rompiendo,roto,indef,romp,í,romp,iste,romp,ió,romp,imos,romp,isteis,romp,ieron
romper,부수다,true,rompiendo,roto,imperf,romp,ía,romp,ías,romp,ía,romp,íamos,romp,íais,romp,ían
romper,부수다,true,rompiendo,roto,fut,romper,é,romper,ás,romper,á,romper,emos,romper,éis,romper,án
romper,부수다,true,rompiendo,roto,cond,romper,ía,romper,ías,romper,ía,romper,íamos,romper,íais,romper,ían
romper,부수다,true,rompiendo,roto,subj_pres,romp,a,romp,as,romp,a,romp,amos,romp,áis,romp,an
romper,부수다,true,rompiendo,roto,subj_imp,romp,iera,romp,ieras,romp,iera,romp,iéramos,romp,ierais,romp,ieran
nacer,태어나다,false,naciendo,nacido,pres,nazc,o,nac,es,nac,e,nac,emos,nac,éis,nac,en
nacer,태어나다,false,naciendo,nacido,perf,he ,nacido,has ,nacido,ha ,nacido,hemos ,nacido,habéis ,nacido,han ,nacido
nacer,태어나다,false,naciendo,nacido,indef,nac,í,nac,iste,nac,ió,nac,imos,nac,isteis,nac,ieron
nacer,태어나다,false,naciendo,nacido,imperf,nac,ía,nac,ías,nac,ía,nac,íamos,nac,íais,nac,ían
nacer,태어나다,false,naciendo,nacido,fut,nacer,é,nacer,ás,nacer,á,nacer,emos,nacer,éis,nacer,án
nacer,태어나다,false,naciendo,nacido,cond,nacer,ía,nacer,ías,nacer,ía,nacer,íamos,nacer,íais,nacer,ían
nacer,태어나다,false,naciendo,nacido,subj_pres,nazc,a,nazc,as,nazc,a,nazc,amos,nazc,áis,nazc,an
nacer,태어나다,false,naciendo,nacido,subj_imp,nac,iera,nac,ieras,nac,iera,nac,iéramos,nac,ierais,nac,ieran
ganar,이기다,true,ganando,ganado,pres,gan,o,gan,as,gan,a,gan,amos,gan,áis,gan,an
ganar,이기다,true,ganando,ganado,perf,he ,ganado,has ,ganado,ha ,ganado,hemos ,ganado,habéis ,ganado,han ,ganado
ganar,이기다,true,ganando,ganado,indef,gan,é,gan,aste,gan,ó,gan,amos,gan,asteis,gan,aron
ganar,이기다,true,ganando,ganado,imperf,gan,aba,gan,abas,gan,aba,gan,ábamos,gan,abais,gan,aban
ganar,이기다,true,ganando,ganado,fut,ganar,é,ganar,ás,ganar,á,ganar,emos,ganar,éis,ganar,án
ganar,이기다,true,ganando,ganado,cond,ganar,ía,ganar,ías,ganar,ía,ganar,íamos,ganar,íais,ganar,ían
ganar,이기다,true,ganando,ganado,subj_pres,gan,e,gan,es,gan,e,gan,emos,gan,éis,gan,en
ganar,이기다,true,ganando,ganado,subj_imp,gan,ara,gan,aras,gan,ara,gan,áramos,gan,arais,gan,aran
